EAR,MAR,TIME
0.2466483335256004,0.03333333333333333,13:10:04.149256
0.2466483335256004,0.03333333333333333,13:10:04.149256
0.20962577937511323,0.06666666666666667,13:10:04.291286
0.2466483335256004,0.03333333333333333,13:10:04.149256
0.20962577937511323,0.06666666666666667,13:10:04.291286
0.2927690398295636,0.06666666666666667,13:10:04.396303
0.2466483335256004,0.03333333333333333,13:10:04.149256
0.20962577937511323,0.06666666666666667,13:10:04.291286
0.2927690398295636,0.06666666666666667,13:10:04.396303
0.28804403842045034,0.11380711874576983,13:10:04.503674
0.2466483335256004,0.03333333333333333,13:10:04.149256
0.20962577937511323,0.06666666666666667,13:10:04.291286
0.2927690398295636,0.06666666666666667,13:10:04.396303
0.28804403842045034,0.11380711874576983,13:10:04.503674
0.30837731294434556,0.03333333333333333,13:10:04.632793
0.2466483335256004,0.03333333333333333,13:10:04.149256
0.20962577937511323,0.06666666666666667,13:10:04.291286
0.2927690398295636,0.06666666666666667,13:10:04.396303
0.28804403842045034,0.11380711874576983,13:10:04.503674
0.30837731294434556,0.03333333333333333,13:10:04.632793
0.26778485999300516,0.12761423749153966,13:10:04.752952
0.2466483335256004,0.03333333333333333,13:10:04.149256
0.20962577937511323,0.06666666666666667,13:10:04.291286
0.2927690398295636,0.06666666666666667,13:10:04.396303
0.28804403842045034,0.11380711874576983,13:10:04.503674
0.30837731294434556,0.03333333333333333,13:10:04.632793
0.26778485999300516,0.12761423749153966,13:10:04.752952
0.30178437907227684,0.11380711874576983,13:10:04.864416
0.2466483335256004,0.03333333333333333,13:10:04.149256
0.20962577937511323,0.06666666666666667,13:10:04.291286
0.2927690398295636,0.06666666666666667,13:10:04.396303
0.28804403842045034,0.11380711874576983,13:10:04.503674
0.30837731294434556,0.03333333333333333,13:10:04.632793
0.26778485999300516,0.12761423749153966,13:10:04.752952
0.30178437907227684,0.11380711874576983,13:10:04.864416
0.30634746504600524,0.11380711874576983,13:10:04.972888
0.2466483335256004,0.03333333333333333,13:10:04.149256
0.20962577937511323,0.06666666666666667,13:10:04.291286
0.2927690398295636,0.06666666666666667,13:10:04.396303
0.28804403842045034,0.11380711874576983,13:10:04.503674
0.30837731294434556,0.03333333333333333,13:10:04.632793
0.26778485999300516,0.12761423749153966,13:10:04.752952
0.30178437907227684,0.11380711874576983,13:10:04.864416
0.30634746504600524,0.11380711874576983,13:10:04.972888
0.29246576882066605,0.047140452079103175,13:10:05.082555
0.2466483335256004,0.03333333333333333,13:10:04.149256
0.20962577937511323,0.06666666666666667,13:10:04.291286
0.2927690398295636,0.06666666666666667,13:10:04.396303
0.28804403842045034,0.11380711874576983,13:10:04.503674
0.30837731294434556,0.03333333333333333,13:10:04.632793
0.26778485999300516,0.12761423749153966,13:10:04.752952
0.30178437907227684,0.11380711874576983,13:10:04.864416
0.30634746504600524,0.11380711874576983,13:10:04.972888
0.29246576882066605,0.047140452079103175,13:10:05.082555
0.3205419707247951,0.06666666666666667,13:10:05.196796
0.2466483335256004,0.03333333333333333,13:10:04.149256
0.20962577937511323,0.06666666666666667,13:10:04.291286
0.2927690398295636,0.06666666666666667,13:10:04.396303
0.28804403842045034,0.11380711874576983,13:10:04.503674
0.30837731294434556,0.03333333333333333,13:10:04.632793
0.26778485999300516,0.12761423749153966,13:10:04.752952
0.30178437907227684,0.11380711874576983,13:10:04.864416
0.30634746504600524,0.11380711874576983,13:10:04.972888
0.29246576882066605,0.047140452079103175,13:10:05.082555
0.3205419707247951,0.06666666666666667,13:10:05.196796
0.3103703294895116,0.1,13:10:05.306131
0.2466483335256004,0.03333333333333333,13:10:04.149256
0.20962577937511323,0.06666666666666667,13:10:04.291286
0.2927690398295636,0.06666666666666667,13:10:04.396303
0.28804403842045034,0.11380711874576983,13:10:04.503674
0.30837731294434556,0.03333333333333333,13:10:04.632793
0.26778485999300516,0.12761423749153966,13:10:04.752952
0.30178437907227684,0.11380711874576983,13:10:04.864416
0.30634746504600524,0.11380711874576983,13:10:04.972888
0.29246576882066605,0.047140452079103175,13:10:05.082555
0.3205419707247951,0.06666666666666667,13:10:05.196796
0.3103703294895116,0.1,13:10:05.306131
0.29314860829338885,0.11380711874576983,13:10:05.415044
0.2466483335256004,0.03333333333333333,13:10:04.149256
0.20962577937511323,0.06666666666666667,13:10:04.291286
0.2927690398295636,0.06666666666666667,13:10:04.396303
0.28804403842045034,0.11380711874576983,13:10:04.503674
0.30837731294434556,0.03333333333333333,13:10:04.632793
0.26778485999300516,0.12761423749153966,13:10:04.752952
0.30178437907227684,0.11380711874576983,13:10:04.864416
0.30634746504600524,0.11380711874576983,13:10:04.972888
0.29246576882066605,0.047140452079103175,13:10:05.082555
0.3205419707247951,0.06666666666666667,13:10:05.196796
0.3103703294895116,0.1,13:10:05.306131
0.29314860829338885,0.11380711874576983,13:10:05.415044
0.33083062641639804,0.11380711874576983,13:10:05.525868
0.2466483335256004,0.03333333333333333,13:10:04.149256
0.20962577937511323,0.06666666666666667,13:10:04.291286
0.2927690398295636,0.06666666666666667,13:10:04.396303
0.28804403842045034,0.11380711874576983,13:10:04.503674
0.30837731294434556,0.03333333333333333,13:10:04.632793
0.26778485999300516,0.12761423749153966,13:10:04.752952
0.30178437907227684,0.11380711874576983,13:10:04.864416
0.30634746504600524,0.11380711874576983,13:10:04.972888
0.29246576882066605,0.047140452079103175,13:10:05.082555
0.3205419707247951,0.06666666666666667,13:10:05.196796
0.3103703294895116,0.1,13:10:05.306131
0.29314860829338885,0.11380711874576983,13:10:05.415044
0.33083062641639804,0.11380711874576983,13:10:05.525868
0.3187811253075389,0.06666666666666667,13:10:05.633236
0.2466483335256004,0.03333333333333333,13:10:04.149256
0.20962577937511323,0.06666666666666667,13:10:04.291286
0.2927690398295636,0.06666666666666667,13:10:04.396303
0.28804403842045034,0.11380711874576983,13:10:04.503674
0.30837731294434556,0.03333333333333333,13:10:04.632793
0.26778485999300516,0.12761423749153966,13:10:04.752952
0.30178437907227684,0.11380711874576983,13:10:04.864416
0.30634746504600524,0.11380711874576983,13:10:04.972888
0.29246576882066605,0.047140452079103175,13:10:05.082555
0.3205419707247951,0.06666666666666667,13:10:05.196796
0.3103703294895116,0.1,13:10:05.306131
0.29314860829338885,0.11380711874576983,13:10:05.415044
0.33083062641639804,0.11380711874576983,13:10:05.525868
0.3187811253075389,0.06666666666666667,13:10:05.633236
0.3177946183811729,0.0804737854124365,13:10:05.745664
